tag,country,province,lat,lng
3554,Norway,Telemark,59.2,9.6
3556,Romania,Călăraşi,44.2063,27.3259
3558,Dominican Republic,El Valle,18.807000000000002,-71.229
3559,Côte D’Ivoire,Lagunes,5.3204,-4.3899
3563,United Kingdom,Cumbria,54.88,-2.93
3565,Syria,As Suwaydā’,32.7004,36.5666
3570,Bulgaria,Vratsa,43.21,23.5625
3573,Tunisia,Monastir,35.7307,10.7673
3574,Turkey,Çankırı,40.607,33.621
3577,Croatia,Zadarska Županija,44.1201,15.2623
3581,Malawi,Salima,-13.7829,34.4333
3582,Guinea,Mamou,10.3804,-12.1
3583,Honduras,Comayagua,14.4604,-87.65
3586,Burundi,Muyinga,-2.8523,30.3173
3589,Thailand,Sara Buri,14.5304,100.88
3591,Azerbaijan,Şirvan,39.9323,48.9203
3592,Cabo Verde,São Vicente,16.8838,-25.0
3594,Switzerland,Sankt Gallen,47.423,9.362
3595,United Kingdom,North Yorkshire,54.2804,-0.43
3596,Hungary,Komárom-Esztergom,47.55,18.433
3597,Turkey,Kastamonu,41.388999999999996,33.783
3601,Kyrgyzstan,Ysyk-Köl,42.492,78.3818
3603,Botswana,Lobatse,-25.2196,25.68
3604,Slovakia,Trnavský,48.3666,17.6
3605,Guatemala,Totonicapán,14.914000000000001,-91.35799999999999
3609,Vietnam,Phú Yên,13.082,109.316
3611,Senegal,Kolda,12.9104,-14.95
3612,Colombia,Arauca,7.0907,-70.7616
3613,Romania,Vaslui,46.6333,27.7333
3614,Ecuador,Cañar,-2.74,-78.84
3615,Romania,Giurgiu,43.93,25.84
3616,Italy,Basilicata,40.641999999999996,15.799000000000001
3617,United Kingdom,South Ayrshire,55.4504,-4.6167
3618,Mali,Tombouctou,16.7666,-3.0166
3621,Sweden,Gävleborg,60.667,17.1666
3624,Thailand,Narathiwat,6.4318,101.8214
3625,Cuba,Artemisa,22.8134,-82.7619
3627,Malaysia,Putrajaya,2.9139999999999997,101.7019
3628,Philippines,Samar,12.0672,124.6042
3630,Kenya,Garissa,-0.4396,39.67
3636,Algeria,El Bayadh,33.6904,1.01
3637,Côte D’Ivoire,Lacs,6.6505,-4.71
3638,Uganda,Kasese,0.2325,29.9883
3639,Latvia,Jelgavas Novads,56.6527,23.7128
3640,Vietnam,Lào Cai,22.5014,103.96600000000001
3642,Peru,Madre de Dios,-12.6,-69.1833
3643,Central African Republic,Lobaye,3.8704,18.0
3645,Libya,Nālūt,31.8804,10.97
3646,Yemen,Laḩij,13.0582,44.8838
3647,Turkey,Burdur,37.7167,30.2833
3648,Romania,Alba,46.077,23.58
3651,India,Goa,15.492,73.818
3654,Uganda,Masaka,-0.3296,31.73
3656,Hungary,Békés,46.672,21.101
3657,Guatemala,Alta Verapaz,15.47,-90.38
3658,Zambia,North-Western,-12.1796,26.4
3659,Azerbaijan,Şəki,41.1923,47.1705
3661,Afghanistan,Badakhshān,37.1298,70.5792
3662,Guatemala,Suchitepéquez,14.5304,-91.51
3665,Afghanistan,Takhār,36.73,69.54
3668,Serbia,Zrenjanin,45.3786,20.3995
3671,Malaysia,Perlis,6.433,100.19
3674,Norway,Vest-Agder,58.1666,8.0
3676,Thailand,Kanchanaburi,14.0174,99.522
3680,Thailand,Samut Sakhon,13.536,100.274
3682,Kenya,Kakamega,0.2904,34.73
3683,Moldova,Cahul,45.9079,28.1944
3684,Botswana,Kweneng,-24.4,25.51
3685,Romania,Sălaj,47.175,23.063000000000002
3690,Central African Republic,Ouham,6.4837,17.45
3691,Belize,Belize,17.4987,-88.1884
3693,Somalia,Hiiraan,4.74,45.2
3695,Turkey,Bitlis,38.394,42.123000000000005
3697,Tunisia,Tataouine,33.0,10.4667
3698,Thailand,Surin,14.8868,103.4915
3700,Tanzania,Singida,-4.8196,34.74
3701,Netherlands,Drenthe,53.0,6.55
3703,Central African Republic,Ouaka,5.7620000000000005,20.6672
3705,Hungary,Veszprém,47.091,17.910999999999998
3706,Papua New Guinea,Madang,-5.2248,145.7853
3707,Hungary,Zala,46.843999999999994,16.84
3708,Afghanistan,Bāmyān,34.8211,67.521
3709,Central African Republic,Mambéré-Kadéï,4.25,15.78
3710,Zimbabwe,Mashonaland West,-17.3596,30.18
3714,Portugal,Azores,37.7483,-25.6666
3718,Portugal,Faro,37.1337,-8.5333
3719,Somalia,Mudug,6.77,47.43
3721,Colombia,Casanare,5.347,-72.406
3725,New Zealand,Nelson,-41.2926,173.2474
3727,Romania,Covasna,45.868,25.793000000000003
3728,Nigeria,Kogi,7.8004,6.7399
3730,Burkina Faso,Cascades,10.6304,-4.76
3732,Angola,Zaire,-6.2696,14.24
3733,Azerbaijan,Lənkəran,38.754,48.8511
3737,Angola,Uíge,-7.62,15.05
3741,Russia,Altay,51.9613,85.9577
3742,Malawi,Nkhotakota,-12.9163,34.3
3746,Sweden,Kronoberg,56.8837,14.8167
3748,Tunisia,Béja,36.7304,9.19
3750,Vietnam,Bến Tre,10.235,106.375
3753,Finland,Etelä-Karjala,61.0671,28.1833
3757,Argentina,Río Negro,-40.8,-63.0
3758,Paraguay,Concepción,-23.4064,-57.4344
3760,Papua New Guinea,Western Highlands,-5.8632,144.2168
3768,Thailand,Kamphaeng Phet,16.473,99.529
3769,Kenya,Embu,-0.5196,37.45
3772,Thailand,Chaiyaphum,15.804,102.0386
3773,Côte D’Ivoire,Zanzan,8.0304,-2.8
3775,Albania,Korçë,40.6167,20.7667
3776,Colombia,San Andrés y Providencia,12.5621,-81.6903
3779,Turkey,Kırklareli,41.743,27.226
3780,Namibia,Kavango East,-17.92,19.7499
3782,Vietnam,Hải Dương,20.941999999999997,106.331
3783,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-54.79,-68.31
3785,New Zealand,Hawke’s Bay,-39.49,176.9265
3788,Thailand,Lop Buri,14.804,100.6186
3795,Jordan,Al Mafraq,32.2833,36.2333
3796,Costa Rica,Puntarenas,9.9702,-84.8336
3798,Lesotho,Mafeteng,-29.8166,27.25
3799,Finland,Pohjanmaa,63.1,21.6
3800,Greece,Notío Aigaío,36.4412,28.2225
3801,Algeria,Adrar,27.87,-0.29
3802,Uganda,Kitgum,3.3004,32.87
3804,Ethiopia,Sumalē,9.3504,42.79
3806,Hungary,Heves,47.895,20.383
3807,Guatemala,Izabal,15.7175,-88.5927
3810,Central African Republic,Nana-Grébizi,6.9804,19.18
3811,Taiwan,Penghu,23.5667,119.5833
3814,Mauritania,Tiris Zemmour,22.7304,-12.4833
3817,Kenya,Bungoma,0.5704,34.56
3818,Fiji,Ba,-17.6161,177.4666
3822,Sweden,Halland,56.6718,12.8556
3824,Portugal,Évora,38.56,-7.906000000000001
3826,Uruguay,Cerro Largo,-32.3595,-54.18
3830,Thailand,Nakhon Phanom,17.3945,104.7695
3834,Peru,Apurímac,-13.6396,-72.89
3835,Thailand,Kalasin,16.428,103.509
3836,Libya,Murzuq,25.9044,13.8972
3837,Croatia,Karlovačka Županija,45.4872,15.5478
3842,Nicaragua,Chontales,12.11,-85.38
3845,Peru,Moquegua,-17.19,-70.94
3846,France,Corsica,41.9271,8.7283
3847,Uruguay,Tacuarembó,-31.71,-55.98
3849,Portugal,Aveiro,40.641,-8.651
3852,Czechia,Vysočina,49.4004,15.5833
3853,Vietnam,Bắc Giang,21.267,106.2
3854,Azerbaijan,Yevlax,40.6172,47.15
3856,Afghanistan,Parwān,35.0183,69.1679
3857,Thailand,Suphan Buri,14.470999999999998,100.12899999999999
3858,Finland,Pohjois-Karjala,62.6,29.7666
3864,Bulgaria,Veliko Tarnovo,43.0862,25.6555
3868,Romania,Ialomiţa,44.57,27.381999999999998
3871,Cambodia,Pursat,12.5337,103.9167
3872,Norway,Troms,69.6351,18.992
3878,Kyrgyzstan,Naryn,41.4263,75.9911
3880,New Zealand,Northland,-35.7256,174.32299999999998
3884,El Salvador,Usulután,13.345999999999998,-88.432
3887,Thailand,Maha Sarakham,16.184,103.29799999999999
3888,Venezuela,Delta Amacuro,9.0605,-62.06
3890,Tunisia,Jendouba,36.5,8.75
3893,Côte D’Ivoire,Woroba,7.9504,-6.67
3894,Kenya,Nyeri,-0.41700000000000004,36.951
3895,Nicaragua,Jinotega,13.091,-86.0
3896,Bulgaria,Kyustendil,42.2843,22.6911
3898,Italy,Molise,41.563,14.655999999999999
3899,Guatemala,Jutiapa,14.29,-89.9
3900,Thailand,Phetchabun,16.419,101.15899999999999
3901,Congo (Kinshasa),Nord-Ubangi,4.2904,21.0199
3904,Jordan,Ma‘ān,30.191999999999997,35.736
3905,Cambodia,Banteay Meanchey,13.5838,102.9833
3908,Cambodia,Kampot,10.6171,104.1833
3911,Burma,Kayin State,16.85,97.6167
3912,Egypt,Al Wādī al Jadīd,25.44,30.55
3913,Tanzania,Pemba South,-5.2395,39.77
3916,Côte D’Ivoire,Denguélé,9.5104,-7.58
3917,Afghanistan,Nīmrōz,31.112,61.887
3918,Niger,Dosso,13.05,3.2
3919,Thailand,Chachoengsao,13.679,101.07600000000001
3922,Romania,Teleorman,43.9016,25.2867
3924,Ireland,Waterford,52.2583,-7.1119
3927,New Zealand,Southland,-46.4094,168.365
3931,Cyprus,Lárnaka,34.917,33.635999999999996
3936,Sweden,Norrbotten,65.5966,22.1584
3940,Philippines,Ilocos Sur,17.5747,120.3869
3944,El Salvador,Cuscatlán,13.7167,-88.9333
3945,Afghanistan,Kunaṟ,34.866,71.15
3947,Dominican Republic,Cibao Noroeste,19.552,-71.075
3949,Turkey,Muğla,37.2164,28.3639
3951,Tunisia,Kef,36.1826,8.7148
3955,Sri Lanka,Sabaragamuwa,6.693,80.38600000000001
3957,Peru,San Martín,-6.0496,-76.9667
3959,Lesotho,Leribe,-28.878,28.055999999999997
3963,Sri Lanka,Uva,6.9837,81.0499
3969,Thailand,Buriram,15.0004,103.1166
3970,Finland,Kanta-Häme,60.997,24.471999999999998
3971,Greece,Stereá Elláda,38.899,22.434
3972,Kenya,Meru,0.06,37.64
3973,Mauritania,Trarza,16.524,-15.8127
3977,Uganda,Busia,0.4544,34.0758
3978,Honduras,Valle,13.53,-87.49
3979,Somalia,Bari,11.28,49.18
3980,Guyana,East Berbice-Corentyne,6.25,-57.53
3981,Albania,Berat,40.71,19.972
3985,Tanzania,Njombe,-9.3296,34.77
3986,Finland,Keski-Pohjanmaa,63.8333,23.1167
3987,South Sudan,Northern Bahr el Ghazal,8.7666,27.4
3988,Finland,Etelä-Savo,61.69,27.285
3989,Netherlands,Zeeland,51.501999999999995,3.61
3992,Sweden,Jämtland,63.1833,14.65
3993,Tunisia,Mahdia,35.4839,11.0409
3994,Panama,Veraguas,8.1004,-80.9833
3997,Liberia,Bong,7.0104,-9.49
3998,Guatemala,Jalapa,14.633,-89.98899999999999
3999,Chile,Aysén,-45.57,-72.07
4000,Kenya,Wajir,1.7504,40.05
4001,Congo (Kinshasa),Bas-Uélé,2.82,24.74
4002,Sri Lanka,North Western,8.033,79.82600000000001
4003,Greece,Anatolikí Makedonía kai Thráki,41.1333,25.4167
4004,Costa Rica,Guanacaste,10.6338,-85.4333
4005,Guatemala,Sololá,14.773,-91.18299999999999
4006,Burkina Faso,Boucle du Mouhoun,12.455,-3.464
4010,United Kingdom,Highland,57.4671,-4.2333
4011,Portugal,Leiria,39.739000000000004,-8.805
4013,Uganda,Iganga,0.6092,33.4686
4016,India,Arunāchal Pradesh,27.1004,93.6166
4018,Thailand,Sisaket,15.1203,104.3298
4019,Guyana,Upper Demerara-Berbice,5.99,-58.27
4020,Uganda,Kabale,-1.2496,29.98
4025,Bolivia,Pando,-11.0333,-68.7333
4026,United Arab Emirates,Umm al Qaywayn,25.5653,55.5533
4027,Peru,Huancavelica,-12.79,-74.99
4028,Nicaragua,Caribe Sur,12.0,-83.7649
4032,Estonia,Pärnumaa,58.3747,24.5136
4034,Panama,Herrera,7.97,-80.42
4039,Thailand,Phatthalung,7.615,100.081
4042,Gabon,Woleu-Ntem,1.6166,11.5833
4047,Nicaragua,Caribe Norte,14.0333,-83.3834
4048,Gabon,Haut-Ogooué,-1.6333,13.5833
4050,Latvia,Ventspils,57.3899,21.5606
4055,Uganda,Kabarole,0.6709999999999999,30.275
4059,Canada,Prince Edward Island,46.2493,-63.1313
4061,Uruguay,Soriano,-33.2595,-58.03
4062,Zambia,Luapula,-11.2,28.89
4063,Bulgaria,Lovech,43.138000000000005,24.719
4065,Tunisia,Sidi Bouzid,35.0167,9.5
4068,Romania,Harghita,46.361000000000004,25.524
4071,Tanzania,Lindi,-10.0,39.7
4072,Uruguay,Artigas,-30.416,-56.486000000000004
4076,Guatemala,Chiquimula,14.797,-89.544
4080,Congo (Kinshasa),Sankuru,-4.9696,23.43
4082,Angola,Lunda Sul,-9.6596,20.39
4084,Uruguay,Lavalleja,-34.37,-55.23
4085,Paraguay,Guairá,-25.75,-56.4333
4086,Uganda,Mityana,0.4004,32.05
4087,Vietnam,Cao Bằng,22.664,106.26799999999999
4097,South Sudan,Western Equatoria,4.5705,28.4163
4099,Turkey,Bilecik,40.15,29.983
4101,Central African Republic,Ouham-Pendé,6.317,16.3833
4102,Congo (Kinshasa),Mai-Ndombe,-1.94,18.28
4103,Djibouti,Ali Sabieh,11.1562,42.7125
4104,Burkina Faso,Centre-Nord,13.0904,-1.09
4105,Guatemala,Baja Verapaz,15.103,-90.314
4109,India,Damān and Diu,20.417,72.85
4111,Botswana,Kgatleng,-24.377,26.151999999999997
4112,Papua New Guinea,Eastern Highlands,-6.0833,145.3855
4113,United Kingdom,Perth and Kinross,56.4003,-3.47
4114,Hungary,Nógrád,48.105,19.826
4116,Tunisia,Tozeur,33.9304,8.13
4119,Guatemala,Sacatepéquez,14.5667,-90.7333
4120,Thailand,Roi Et,16.051,103.655
4127,Laos,Houaphan,20.4167,104.0333
4131,Ireland,Louth,54.0004,-6.4167
4137,Thailand,Phrae,18.1533,100.1629
4139,Greece,Ionía Nísia,39.6154,19.9147
4140,Burundi,Ruyigi,-3.4810000000000003,30.244
4141,Vietnam,Hà Giang,22.8337,104.9833
4142,Latvia,Rēzeknes Novads,56.5,27.3166
4143,Switzerland,Graubünden,46.85,9.5
4144,Bulgaria,Razgrad,43.534,26.535999999999998
4146,Burkina Faso,Centre-Est,11.7804,-0.3697
4155,Yemen,Al Bayḑā’,13.979000000000001,45.574
4159,Honduras,Olancho,14.6704,-86.23
4162,El Salvador,San Vicente,13.640999999999998,-88.785
4163,Yemen,Shabwah,14.55,46.8
4166,Croatia,Šibensko-Kninska Županija,43.7272,15.9058
4168,Thailand,Rayong,12.6718,101.2815
4169,Croatia,Dubrovačko-Neretvanska Županija,42.6609,18.0914
4173,Guatemala,Retalhuleu,14.5371,-91.677
4180,Sweden,Dalarna,60.613,15.647
4181,Vietnam,Tuyên Quang,21.818,105.211
4182,United Kingdom,Kent,51.1337,1.3
4188,Guatemala,Zacapa,14.972000000000001,-89.529
4192,Cyprus,Páfos,34.7559,32.4225
4194,Portugal,Beja,38.014,-7.8629999999999995
4196,Mongolia,Uvs,49.9833,92.0666
4197,Thailand,Phichit,16.439,100.34899999999999
4201,Honduras,Copán,14.77,-88.78
4203,Azerbaijan,Göyçay,40.6534,47.7406
4206,Thailand,Loei,17.4919,101.7315
4208,Sweden,Blekinge,56.203,15.296
4210,Kyrgyzstan,Talas,42.5184,72.2429
4213,Thailand,Samut Songkhram,13.413,100.001
4214,Sweden,Kalmar,56.667,16.3666
4217,Mongolia,Bayan-Ölgiy,48.9337,89.95
4218,Turkey,Sinop,42.023,35.153
4221,Finland,Lappi,66.5,25.7159
4222,Uganda,Adjumani,3.3614,31.8097
4223,Haiti,Nord-Ouest,19.9318,-72.8295
4226,Thailand,Satun,6.6167,100.0667
4232,Portugal,Bragança,41.808,-6.755
4233,Central African Republic,Nana-Mambéré,5.95,15.6
4235,New Zealand,Gisborne,-38.6633,178.0181
4236,Tanzania,Manyara,-4.2195,35.75
4237,Central African Republic,Kémo,5.7338,19.0833
4238,Malawi,Karonga,-9.9329,33.9333
4239,Hungary,Tolna,46.343999999999994,18.713
4243,El Salvador,Ahuachapán,13.919,-89.845
4245,Norway,Nordland,67.2468,14.399000000000001
4246,Congo (Brazzaville),Cuvette,-0.4796,15.92
4248,Italy,Valle d’Aosta,45.736999999999995,7.315
4250,Uruguay,Durazno,-33.41,-56.51
4251,Liberia,Margibi,6.526,-10.349
4253,Nicaragua,Nueva Segovia,13.63,-86.473
4261,Haiti,Sud-Est,18.235,-72.53699999999999
4263,Thailand,Prachuap Khiri Khan,11.802999999999999,99.8
4264,Portugal,Castelo Branco,39.811,-7.4879999999999995
4267,Mongolia,Dornod,48.0666,114.506
4269,Angola,Kwanza Sul,-11.21,13.85
4270,Cambodia,Kampong Speu,11.452,104.51899999999999
4273,Thailand,Tak,16.8847,99.1293
4274,Cambodia,Koh Kong,11.6175,102.9849
4278,Central African Republic,Mbomou,4.7338,22.8166
4279,Switzerland,Fribourg,46.8,7.15
4293,Turkey,Artvin,41.183,41.818000000000005
4295,Turkey,Gümüşhane,40.464,39.484
4300,Portugal,Guarda,40.541,-7.2620000000000005
4301,Congo (Kinshasa),Tshuapa,-0.2196,20.86
4302,South Sudan,Lakes,6.8,29.6833
4305,Nicaragua,Rivas,11.4404,-85.82
4311,Uganda,Masindi,1.6744,31.715
4313,Switzerland,Neuchâtel,46.998999999999995,6.922999999999999
4314,Thailand,Krabi,8.052,98.912
4317,Finland,Kymenlaakso,60.876000000000005,26.709
4318,Ecuador,Napo,-0.9796,-77.81
4320,United Kingdom,Dumfries and Galloway,55.0671,-3.55
4321,Niger,Diffa,13.3171,12.6089
4322,Haiti,Grand’Anse,18.6339,-74.1184
4323,Norway,Aust-Agder,58.4648,8.766
4326,Uganda,Pallisa,1.145,33.7094
4332,Ethiopia,Bīnshangul Gumuz,10.067,34.5333
4333,Mongolia,Hovd,48.0166,91.6333
4335,Chad,Salamat,11.0333,20.2833
4339,Uganda,Nebbi,2.4758,31.1025
4341,New Zealand,Marlborough,-41.5135,173.955
4345,Tajikistan,Kŭhistoni Badakhshon,37.4875,71.5476
4346,Jamaica,Westmoreland,18.164,-77.94800000000001
4351,Guinea-Bissau,Bafatá,12.167,-14.665999999999999
4352,Cambodia,Stung Treng,13.523,105.97399999999999
4355,Chad,Logone Oriental,8.6504,16.85
4356,Nicaragua,Carazo,11.845999999999998,-86.195
4357,Namibia,Erongo,-22.6689,14.535
4358,Norway,Hedmark,60.82,11.069
4359,Portugal,Santarém,39.231,-8.682
4361,Greece,Voreío Aigaío,39.1104,26.5546
4362,El Salvador,Chalatenango,14.072000000000001,-89.094
4363,Vietnam,Bắc Kạn,22.1333,105.8333
4367,Turkey,Tunceli,39.1167,39.5333
4368,Nicaragua,Boaco,12.47,-85.66
4369,Central African Republic,Haute-Kotto,6.5333,21.9833
4370,Greece,Peloponnísos,37.5091,22.3794
4375,Panama,Coclé,8.51,-80.36
4376,Kenya,Kisii,-0.6696,34.76
4377,Paraguay,Ñeembucú,-26.8695,-58.3
4383,Congo (Brazzaville),Sangha,1.61,16.05
4388,Angola,Bengo,-8.5795,13.66
4391,Mongolia,Övörhangay,46.25,102.7666
4392,Gabon,Ngounié,-1.8662,11.0167
4396,Chad,Guéra,12.1837,18.7
4397,Mongolia,Hövsgöl,49.6453,100.1544
4398,Uruguay,Treinta y Tres,-33.23,-54.38
4399,Egypt,Janūb Sīnā’,28.2394,33.6148
4402,Sweden,Södermanland,58.763999999999996,17.015
4406,Yemen,Al Mahrah,16.2394,52.1638
4408,India,Dādra and Nagar Haveli,20.2666,73.0166
4416,El Salvador,Cabañas,13.88,-88.63
4417,Tunisia,Siliana,36.0833,9.3833
4418,Austria,Vorarlberg,47.5167,9.7667
4420,Uruguay,Rocha,-34.483000000000004,-54.333
4421,Central African Republic,Sangha-Mbaéré,3.5337,16.0666
4422,El Salvador,La Unión,13.332,-87.839
4423,South Sudan,Jonglei,6.2072,31.5591
4427,Liberia,Lofa,8.4167,-9.75
4431,Tanzania,Pemba North,-5.0635,39.7258
4433,Ireland,Kerry,52.2667,-9.7167
4435,Portugal,Viseu,40.657,-7.91
4438,Mongolia,Bayanhongor,46.3,100.9833
4439,Papua New Guinea,Southern Highlands,-6.1444,143.6452
4449,Liberia,Grand Gedeh,6.0704,-8.13
4452,Cuba,Isla de la Juventud,21.8837,-82.8
4454,Jordan,Aţ Ţafīlah,30.8333,35.6
4456,Chad,Batha,13.2171,18.3333
4458,Gabon,Moyen-Ogooué,-0.6996,10.2166
4459,Namibia,Hardap,-23.3196,17.08
4465,Papua New Guinea,East Sepik,-3.5535,143.6367
4468,Guatemala,San Marcos,14.966,-91.8
4470,Namibia,Zambezi,-17.4996,24.26
4471,Lesotho,Mohale’s Hoek,-30.159000000000002,27.48
4476,Ecuador,Pastaza,-1.483,-77.987
4478,Kenya,Marsabit,3.52,39.05
4481,Namibia,Otjozondjupa,-20.4595,16.64
4489,Thailand,Ranong,9.962,98.63799999999999
4493,Kenya,Lamu,-2.262,40.9197
4498,Cambodia,Preah Vihear,13.8167,104.9667
4500,Libya,Ghāt,24.9647,10.1728
4502,Senegal,Fatick,14.344000000000001,-16.416
4503,Mongolia,Selenge,50.25,106.2
4508,Lesotho,Quthing,-30.410999999999998,27.715999999999998
4512,Afghanistan,Samangān,36.260999999999996,68.04
4513,Cambodia,Svay Rieng,11.08,105.801
4514,Mali,Koulikoro,12.8833,-7.55
4519,Ecuador,Morona-Santiago,-2.3096,-78.12
4521,Tanzania,Coast,-6.7667,38.9167
4523,Guatemala,Quiché,15.0333,-91.1333
4528,Albania,Gjirokastër,40.079,20.149
4529,Switzerland,Zug,47.178999999999995,8.487
4533,Canada,Yukon,60.7167,-135.05
4538,Congo (Brazzaville),Lékoumou,-3.6896,13.35
4540,Congo (Brazzaville),Bouenza,-4.164,13.554
4545,Sweden,Gotland,57.6337,18.3
4547,Uganda,Moyo,3.6504,31.72
4550,Thailand,Uthai Thani,15.3819,100.0264
4551,Djibouti,Tadjourah,11.7833,42.9
4552,Colombia,Guaviare,2.57,-72.64
4555,Malawi,Nkhata Bay,-11.5996,34.3
4560,Colombia,Putumayo,1.15,-76.63
4563,Costa Rica,Heredia,9.992,-84.12
4566,Malawi,Nsanje,-16.9167,35.2667
4569,Uruguay,Colonia,-34.48,-57.84
4570,Uganda,Kayunga,0.7025,32.8886
4571,Paraguay,Cordillera,-25.386999999999997,-57.14
4572,Armenia,Geghark’unik’,40.3589,45.1267
4574,Russia,Nenetskiy Avtonomnyy Okrug,67.6474,53.0574
4575,Thailand,Yasothon,15.788,104.15100000000001
4577,Thailand,Trat,12.237,102.509
4578,Ireland,Kilkenny,52.6545,-7.2523
4580,Burundi,Ngozi,-2.912,29.825
4584,Thailand,Nakhon Nayok,14.2,101.21600000000001
4589,Angola,Moxico,-11.79,19.9
4590,Thailand,Phayao,19.1707,99.9083
4591,United Kingdom,Fermanagh and Omagh,54.6,-7.3
4595,Burundi,Rutana,-3.931,29.993000000000002
4596,Congo (Brazzaville),Likouala,1.6404,18.04
4597,Kenya,Samburu,1.1105,36.68
4598,Belize,Orange Walk,18.0904,-88.56
4599,United Kingdom,Cornwall,50.1337,-5.55
4604,Armenia,Ararat,39.9539,44.5506
4609,Burundi,Bururi,-3.9507,29.6166
4610,Nicaragua,Madriz,13.475999999999999,-86.583
4611,Estonia,Viljandimaa,58.3639,25.59
4614,Ireland,Sligo,54.2671,-8.4833
4615,Kenya,Turkana,3.1304,35.57
4620,Thailand,Sing Buri,14.887,100.40100000000001
4621,Burma,Chin State,22.65,93.6167
4623,Mauritania,Tagant,18.55,-11.4166
4624,Cambodia,Kratie,12.469000000000001,106.024
4625,Tunisia,Kébili,33.69,8.971
4628,Mongolia,Arhangay,47.4769,101.4502
4630,Papua New Guinea,New Ireland,-2.5813,150.813
4633,Uruguay,Canelones,-34.538000000000004,-56.284
4635,Burundi,Makamba,-4.1333,29.8
4639,Norway,Oppland,61.1333,10.5
4641,Guinea,Faranah,10.0404,-10.75
4642,Burundi,Kayanza,-2.9,29.5667
4643,Central African Republic,Basse-Kotto,4.32,21.18
4647,Chad,Tandjilé,9.395,16.305
4648,Gabon,Nyanga,-2.8569999999999998,11.027000000000001
4650,Malawi,Mzimba,-11.9,33.6
4651,Niger,Tillabéri,14.212,1.4531
4652,Canada,Northwest Territories,62.442,-114.397
4655,Vietnam,Sơn La,21.328000000000003,103.91
4659,Uganda,Mubende,0.5904,31.37
4660,Paraguay,Paraguarí,-25.62,-57.16
4662,Libya,Al Jufrah,29.1167,15.9333
4663,Papua New Guinea,West New Britain,-5.55,150.143
4667,Armenia,Aragatsotn,40.3017,44.3592
4671,Albania,Lezhë,41.788000000000004,19.654
4675,"Gambia, The",Lower River,13.3773,-15.6786
4679,Norway,Møre og Romsdal,62.7483,7.1833
4685,Malawi,Mchinji,-13.8,32.9
4686,Algeria,Tindouf,27.6742,-8.1478
4688,Senegal,Kédougou,12.5604,-12.18
4690,Burundi,Muramvya,-3.261,29.612
4691,Namibia,//Karas,-26.5739,18.13
4692,Chad,Kanem,14.1194,15.3133
4698,Albania,Kukës,42.083,20.434
4700,Djibouti,Obock,11.9734,43.2856
4701,Mongolia,Töv,47.711000000000006,106.947
4703,Vietnam,Quảng Trị,16.85,107.1333
4709,Kenya,Baringo,0.0504,35.72
4717,Mongolia,Bulgan,48.8106,103.5317
4718,Afghanistan,Laghmān,34.65,70.1667
4719,Burma,Kayah State,19.665,97.206
4724,Nigeria,Jigawa,11.7992,9.3503
4725,Gabon,Ogooué-Ivindo,0.5671,12.8666
4726,Sweden,Västernorrland,62.63399999999999,17.934
4727,Portugal,Vila Real,41.294,-7.737
4731,Tunisia,Zaghouan,36.4,10.147
4735,Yemen,Ma’rib,15.421,45.333999999999996
4745,Guatemala,Santa Rosa,14.279000000000002,-90.29799999999999
4746,Malawi,Mulanje,-16.0333,35.5
4750,Uganda,Ntungamo,-0.8794,30.2642
4753,Lesotho,Butha-Buthe,-28.75,28.25
4754,Namibia,Omaheke,-22.455,18.963
4755,Gabon,Ogooué-Lolo,-1.1329,12.4833
4757,Laos,Xaignabouli,19.2505,101.7501
4760,El Salvador,Morazán,13.7,-88.1
4769,Suriname,Nickerie,5.9504,-56.99
4775,Mongolia,Sühbaatar,46.7,113.2833
4782,Paraguay,Presidente Hayes,-25.09,-57.53
4784,Malawi,Dedza,-14.3667,34.3333
4786,Portugal,Portalegre,39.29,-7.422999999999999
4788,Portugal,Viana do Castelo,41.6962,-8.8441
4791,Thailand,Chai Nat,15.179,100.126
4802,Ecuador,Zamora-Chinchipe,-4.0696,-78.97
4803,Cambodia,Takeo,10.9838,104.7833
4810,Burkina Faso,Centre-Sud,11.662,-1.065
4813,Honduras,Santa Bárbara,14.919,-88.236
4817,Bhutan,Paro,27.3833,89.5167
4818,Afghanistan,Ghōr,34.5167,65.25
4821,Switzerland,Solothurn,47.211999999999996,7.537000000000001
4822,Albania,Dibër,41.6833,20.4333
4825,Mongolia,Hentiy,47.3167,110.65
4833,Uganda,Kiboga,0.9161,31.7742
4835,Zimbabwe,Matabeleland South,-20.9396,29.01
4837,Guinea-Bissau,Gabú,12.28,-14.234000000000002
4838,Jamaica,Portland,18.159000000000002,-76.38
4839,"Gambia, The",Upper River,13.31,-14.222999999999999
4846,Switzerland,Schwyz,47.02,8.648
4850,Uganda,Sironko,1.25,34.3
4852,Thailand,Lamphun,18.503,99.074
4854,Zambia,Muchinga,-10.5496,32.06
4858,Congo (Brazzaville),Pool,-4.356,14.762
4862,Thailand,Ang Thong,14.5833,100.45
4864,Jamaica,Saint Ann,18.4326,-77.1995
4870,Nicaragua,Río San Juan,11.2,-84.8333
4873,Malawi,Chitipa,-9.7162,33.2666
4874,Chad,Borkou,17.9167,19.1167
4875,Vanuatu,Sanma,-15.5126,167.1766
